t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
600290.32,-12000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600292.98,-79000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600295.48,-39000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600297.46,-137000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600300.15,-44000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600302.78,-157000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600304.72,-13000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600307.01,-52000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600309.56,-10000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600312.41,-13000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1600000:1600000
600314.76,-10000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600317.69,-9000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600320.57,-65000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600323.49,-118000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600326.54,-13000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1700000:1700000
600329.06,-42000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600332.28,-28000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600334.81,-31000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600337.27,-11000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600339.12,-194000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600340.15,-193000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600341.18,-191000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600343.74,-100000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600345.59,-64000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1100000:1100000
600348.10,-43000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600350.80,-80000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600353.26,-10000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600355.75,-212000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600358.15,-73000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600360.75,-11000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600363.00,-200000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
